,체결시간,시가,고가,저가,현재가,거래량,20이평,60이평,120이평,RSI14
0,20240223145944,13040,13040,13020,13040,234,13036.0,13157.333333333334,13056.083333333334,47.52089403336629
1,20240223145814,12970,13070,12970,13040,2687,13041.0,13159.0,13050.583333333334,47.5208940333663
2,20240223144817,13020,13020,12930,12970,3426,13045.5,13163.333333333334,13044.916666666666,40.84650540914989
3,20240223143914,12970,13020,12950,13020,3462,13057.0,13169.333333333334,13041.0,44.609557771304594
4,20240223143234,13000,13000,12970,12970,1177,13062.0,13174.666666666666,13037.833333333334,39.42784029572783
5,20240223142409,12960,13020,12920,13000,1339,13074.0,13181.0,13034.0,41.59581969782138
6,20240223141539,12930,12990,12900,12970,3750,13088.0,13187.666666666666,13028.5,38.45334389895518
7,20240223140732,12930,12990,12900,12970,3015,13107.5,13196.5,13023.166666666666,38.45334389895518
8,20240223135903,13030,13040,12940,12940,6915,13127.0,13205.5,13017.583333333334,35.45905310741851
9,20240223135535,13020,13070,13020,13030,3479,13145.5,13216.333333333334,13012.083333333334,41.01811904032043
10,20240223133919,13010,13090,13010,13020,2762,13155.5,13224.666666666666,13005.833333333334,40.04839465924471
11,20240223131252,13050,13100,13000,13010,3484,13163.5,13234.333333333334,13000.416666666666,39.1189421521577
12,20240223125709,13030,13060,13010,13060,2031,13171.0,13243.0,12994.833333333334,42.15312300306946
13,20240223125017,12990,13030,12930,13030,3257,13171.5,13250.333333333334,12989.333333333334,39.54044509126362
14,20240223123957,13070,13070,12990,12990,4172,13176.5,13256.666666666666,12984.083333333334,35.95935098347367
15,20240223122541,13140,13150,13010,13090,10344,13188.0,13264.666666666666,12979.083333333334,41.69205341194339
16,20240223121329,13140,13150,13080,13150,4020,13201.0,13271.0,12973.333333333334,45.75614564079929
17,20240223120127,13140,13180,13130,13140,2281,13211.0,13274.833333333334,12967.25,44.9252880921903
18,20240223114754,13120,13160,13080,13130,4944,13221.5,13277.166666666666,12962.0,44.130658196213844
19,20240223114115,13140,13150,13100,13150,2952,13226.0,13279.0,12957.083333333334,45.345708247134546
20,20240223112916,13140,13180,13120,13140,1118,13228.0,13281.5,12951.25,44.63800561476783
21,20240223112035,13200,13240,13110,13130,2470,13231.5,13282.666666666666,12945.666666666666,43.96424270066327
22,20240223111351,13180,13220,13120,13200,2383,13241.0,13283.0,12940.75,47.740822153499074
23,20240223110923,13210,13240,13110,13120,2303,13244.0,13282.0,12933.916666666666,42.499007855516396
24,20240223110441,13280,13320,13200,13210,2803,13250.0,13281.666666666666,12927.75,47.47336436572486
25,20240223110113,13350,13400,13270,13280,5174,13253.5,13279.5,12920.75,51.85702098700693
26,20240223105802,13360,13370,13330,13360,5883,13249.5,13275.833333333334,12913.916666666666,57.49068962591301
27,20240223105601,13320,13400,13270,13360,10518,13248.0,13269.833333333334,12906.5,57.49068962591301
28,20240223105210,13230,13310,13180,13310,4326,13248.0,13262.5,12899.333333333334,54.84719054957531
29,20240223104729,13180,13280,13170,13230,2332,13246.5,13255.0,12893.0,50.25080488432082
30,20240223104143,13160,13190,13030,13180,6458,13247.5,13247.5,12887.583333333334,47.12717527453124
31,20240223103641,13080,13160,13040,13160,3491,13243.5,13242.0,12884.0,45.86468081191119
32,20240223103312,13130,13190,13050,13070,3349,13243.5,13237.666666666666,12880.166666666666,39.86463217359057
33,20240223102825,13220,13220,13130,13130,2795,13247.5,13236.0,12876.583333333334,42.8013018986893
34,20240223102507,13340,13340,13220,13220,1833,13244.0,13234.666666666666,12872.833333333334,47.69512054277754
35,20240223102259,13360,13390,13340,13350,3167,13239.5,13231.833333333334,12868.416666666666,56.33447523568649
36,20240223102000,13350,13370,13260,13350,5546,13230.5,13227.666666666666,12863.416666666666,56.33447523568649
37,20240223101849,13220,13370,13220,13350,7508,13226.0,13223.333333333334,12858.833333333334,56.33447523568649
38,20240223101348,13180,13230,13160,13220,2457,13217.0,13219.333333333334,12854.333333333334,48.92750941276404
39,20240223101021,13200,13260,13180,13190,3045,13212.0,13217.333333333334,12850.5,47.00103951416965
40,20240223100626,13320,13330,13210,13210,2589,13208.0,13213.833333333334,12847.75,48.12478523878954
41,20240223100518,13260,13340,13220,13320,3959,13204.5,13210.0,12844.333333333334,54.81847438839472
42,20240223100342,13220,13260,13120,13260,1396,13203.5,13203.166666666666,12840.166666666666,51.394283502217654
43,20240223100145,13280,13300,13240,13240,2251,13207.0,13196.166666666666,12836.25,50.226701036705656
44,20240223100036,13190,13290,13050,13280,3719,13212.0,13186.666666666666,12831.25,52.57201025748432
45,20240223095745,13300,13330,13200,13200,1998,13215.5,13176.166666666666,12826.5,48.06860809116133
46,20240223095707,13360,13390,13300,13330,338,13225.5,13162.166666666666,12821.75,56.10748759919085
