,체결시간,시가,고가,저가,현재가,거래량,20이평,60이평,120이평,RSI14
0,20240223145946,22800,22800,22800,22800,426,22747.5,22857.5,22996.25,50.47132850104527
1,20240223145900,22850,22850,22800,22800,1293,22747.5,22860.833333333332,22999.166666666668,50.47132850104527
2,20240223145741,22850,22850,22800,22800,1404,22755.0,22864.166666666668,23002.083333333332,50.47132850104527
3,20240223145625,22800,22850,22750,22850,1633,22760.0,22866.666666666668,23006.25,55.85956229775241
4,20240223145434,22750,22850,22750,22750,426,22762.5,22870.0,23009.583333333332,44.94382600200553
5,20240223145320,22750,22800,22750,22750,825,22770.0,22874.166666666668,23014.166666666668,44.94382600200553
6,20240223145220,22800,22850,22750,22750,1023,22780.0,22877.5,23018.333333333332,44.94382600200553
7,20240223145123,22850,22850,22750,22800,1516,22790.0,22880.833333333332,23022.916666666668,49.88212397820981
8,20240223145003,22650,22800,22650,22800,1740,22797.5,22884.166666666668,23027.5,49.88212397820981
9,20240223144903,22700,22750,22650,22650,1301,22805.0,22887.5,23031.666666666668,29.98116402954338
10,20240223144759,22700,22750,22700,22700,1410,22822.5,22893.333333333332,23036.666666666668,34.1824100021239
11,20240223144636,22700,22750,22650,22700,848,22830.0,22898.333333333332,23042.5,34.1824100021239
12,20240223144523,22700,22750,22650,22700,618,22840.0,22904.166666666668,23048.75,34.182410002123916
13,20240223144408,22700,22750,22650,22700,1682,22850.0,22910.833333333332,23054.166666666668,34.182410002123916
14,20240223144239,22650,22750,22650,22650,1930,22860.0,22917.5,23060.0,26.527979811856113
15,20240223144145,22750,22850,22650,22650,9024,22872.5,22925.833333333332,23066.25,26.527979811856113
16,20240223144008,22750,22800,22750,22750,1810,22887.5,22934.166666666668,23072.916666666668,33.182957625897345
17,20240223143848,22800,22850,22750,22750,1358,22897.5,22940.833333333332,23078.333333333332,33.182957625897345
18,20240223143808,22800,22850,22800,22800,1244,22907.5,22949.166666666668,23084.583333333332,37.20705381918997
19,20240223143640,22800,22900,22800,22800,1876,22917.5,22955.833333333332,23090.416666666668,37.207053819189966
20,20240223143432,22900,22900,22800,22800,2099,22927.5,22963.333333333332,23096.666666666668,37.207053819189966
21,20240223143356,22900,22950,22900,22950,981,22937.5,22971.666666666668,23102.5,52.49943403562218
22,20240223143329,22950,23000,22900,22900,1477,22935.0,22976.666666666668,23106.666666666668,45.575766818574685
23,20240223143217,22950,23000,22900,22900,2890,22935.0,22982.5,23111.666666666668,45.575766818574685
24,20240223143034,22950,23000,22900,22900,495,22935.0,22986.666666666668,23117.083333333332,45.575766818574685
25,20240223142952,22950,23000,22900,22950,631,22935.0,22990.833333333332,23122.083333333332,51.59735091578015
26,20240223142835,23000,23050,22900,22950,2103,22935.0,22995.0,23126.666666666668,51.59735091578015
27,20240223142701,22950,23000,22900,22950,351,22930.0,22998.333333333332,23131.666666666668,51.59735091578015
28,20240223142639,23000,23000,22900,22950,1050,22922.5,23000.833333333332,23137.916666666668,51.59735091578015
29,20240223142524,22900,23050,22850,23000,2023,22920.0,23004.166666666668,23144.166666666668,57.21777381762605
30,20240223142359,22950,23000,22850,22850,2253,22912.5,23007.5,23150.833333333332,38.580373579728096
31,20240223142254,22900,22950,22900,22900,1162,22910.0,23013.333333333332,23158.75,44.593295792340825
32,20240223142153,22900,23000,22900,22900,1467,22907.5,23017.5,23166.25,44.593295792340825
33,20240223142037,22900,22950,22900,22900,723,22905.0,23021.666666666668,23173.75,44.593295792340825
34,20240223141952,22950,23000,22900,22900,616,22902.5,23025.833333333332,23181.666666666668,44.593295792340825
35,20240223141831,22950,23050,22900,22950,324,22902.5,23030.0,23190.0,50.437630787921115
36,20240223141732,22950,23050,22900,22950,1878,22902.5,23034.166666666668,23197.5,50.437630787921115
37,20240223141642,23000,23050,22950,22950,874,22902.5,23038.333333333332,23205.416666666668,50.437630787921115
38,20240223141540,23000,23050,22950,23000,696,22902.5,23042.5,23213.333333333332,56.35066703827111
39,20240223141416,23000,23050,22950,23000,336,22900.0,23045.833333333332,23220.416666666668,56.350667038271105
40,20240223141334,22900,23000,22900,23000,625,22897.5,23049.166666666668,23227.083333333332,56.350667038271105
41,20240223141233,22900,23000,22900,22900,754,22897.5,23051.666666666668,23234.166666666668,46.26258572521814
42,20240223141146,22900,23000,22900,22900,913,22902.5,23055.833333333332,23242.916666666668,46.26258572521814
43,20240223141100,22900,22950,22850,22900,1390,22905.0,23060.0,23250.833333333332,46.26258572521814
44,20240223140833,22950,22950,22900,22900,268,22912.5,23064.166666666668,23258.75,46.26258572521814
45,20240223140709,22900,23000,22850,22950,1742,22917.5,23067.5,23267.083333333332,50.61073974077183
46,20240223140528,22800,22900,22800,22850,1539,22917.5,23070.0,23274.583333333332,40.16685240316789
47,20240223140427,22850,22900,22800,22800,5969,22922.5,23075.0,23283.333333333332,33.65302737023187
48,20240223140329,22850,22900,22850,22900,2452,22932.5,23080.0,23292.5,42.18126150612434
49,20240223140220,22800,22900,22800,22850,1239,22937.5,23084.166666666668,23302.083333333332,34.47130724740924
50,20240223140137,22800,22850,22800,22800,1767,22945.0,23088.333333333332,23311.666666666668,25.210736286692054
51,20240223140020,22800,22850,22800,22850,3694,22955.0,23094.166666666668,23320.833333333332,29.018767901465964
52,20240223135937,22850,22900,22800,22850,2719,22965.0,23099.166666666668,23330.0,29.018767901465964
53,20240223135845,22900,22900,22850,22850,9776,22977.5,23104.166666666668,23337.916666666668,29.018767901465978
54,20240223135832,22950,22950,22900,22900,5827,22990.0,23109.166666666668,23346.25,33.01104040698496
55,20240223135756,22950,23000,22950,22950,1275,23002.5,23113.333333333332,23353.333333333332,37.84579147037456
56,20240223135714,22950,23000,22950,22950,1641,23012.5,23116.666666666668,23360.416666666668,37.84579147037456
57,20240223135640,22950,23000,22950,22950,340,23022.5,23120.0,23367.5,37.84579147037456
58,20240223135541,23000,23000,22950,22950,1106,23037.5,23125.0,23374.583333333332,37.84579147037456
59,20240223135438,23000,23000,22950,22950,2627,23050.0,23130.0,23381.666666666668,37.84579147037456
60,20240223135353,23000,23000,22950,23000,2208,23065.0,23135.0,23388.75,42.10277761565768
61,20240223135328,22950,23000,22950,23000,618,23080.0,23137.5,23395.416666666668,42.10277761565768
62,20240223135238,23050,23050,22950,22950,3705,23092.5,23140.0,23402.083333333332,35.88436991549604
63,20240223135124,23000,23050,22950,23050,2912,23107.5,23145.833333333332,23409.166666666668,44.825487266224044
64,20240223135041,22950,23050,22950,23000,1506,23112.5,23149.166666666668,23415.833333333332,37.607724266485086
65,20240223134956,22950,23050,22900,22950,5385,23120.0,23154.166666666668,23422.5,28.980817678311993
66,20240223134900,23000,23050,22950,22950,779,23132.5,23159.166666666668,23429.166666666668,28.980817678311993
67,20240223134800,23000,23050,23000,23000,877,23142.5,23165.0,23435.0,32.90364214529883
68,20240223134710,23000,23050,23000,23000,1292,23147.5,23170.833333333332,23440.416666666668,32.90364214529883
69,20240223134620,23000,23100,23000,23000,1197,23155.0,23175.833333333332,23446.666666666668,32.90364214529883
70,20240223134519,23050,23050,23000,23000,669,23165.0,23180.0,23452.5,32.90364214529883
71,20240223134425,23100,23150,23000,23050,7917,23175.0,23186.666666666668,23457.5,36.58541972753046
72,20240223134345,23100,23200,23050,23100,4679,23180.0,23193.333333333332,23462.083333333332,40.82753049455736
73,20240223134317,23100,23150,23100,23100,1049,23182.5,23197.5,23466.25,40.82753049455736
74,20240223134224,23150,23200,23000,23150,6386,23185.0,23202.5,23470.416666666668,45.36281565521694
